,Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
7,19,Paulistano,São Paulo,2,Jonatan,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,19,Paulistano,São Paulo,2,Rafael,1.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0
9,19,Paulistano,São Paulo,2,Ruivo,11.8,0,6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,0.0
10,19,Paulistano,São Paulo,2,Anderson,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Paulistano,São Paulo,2,Buiú,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,19,Paulistano,São Paulo,2,Equipe,0.0,74,198,14,42,13,32,6,8,17,27,44,20.0,3.0,2.0,20.0,16.0,9,3.0
0,19,São José,Basq. Cearense,1,Duda,24.8,15,18,1,2,3,3,6,6,0,2,2,3.0,0.0,0.0,3.0,6.0,4,0.0
1,19,São José,Basq. Cearense,1,Morillo,29.5,14,37,2,5,3,10,2,2,2,4,6,1.0,1.0,0.0,1.0,2.0,0,0.0
2,19,São José,Basq. Cearense,1,Rafael,25.1,13,20,2,2,3,6,1,2,0,1,1,4.0,1.0,0.0,2.0,3.0,1,0.0
3,19,São José,Basq. Cearense,1,Figueredo,26.0,12,24,2,4,3,6,0,0,0,0,0,5.0,0.0,0.0,2.0,3.0,1,0.0
4,19,São José,Basq. Cearense,1,Mariani,22.1,9,17,1,3,2,3,2,2,0,2,2,1.0,0.0,0.0,0.0,2.0,1,0.0
5,19,São José,Basq. Cearense,1,Lupa,22.1,8,14,0,0,4,7,0,0,1,1,2,2.0,1.0,0.0,3.0,0.0,0,0.0
6,19,São José,Basq. Cearense,1,L. Eltink,16.2,7,13,1,3,2,2,0,0,2,2,4,0.0,0.0,0.0,0.0,0.0,1,1.0
7,19,São José,Basq. Cearense,1,Conceição,15.0,2,2,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,4.0,0.0,1,0.0
8,19,São José,Basq. Cearense,1,Ambrosino,9.7,2,11,0,1,1,4,0,0,2,1,3,2.0,0.0,0.0,1.0,2.0,1,0.0
9,19,São José,Basq. Cearense,1,Jean,9.5,1,7,0,1,0,0,1,4,0,0,0,1.0,1.0,0.0,1.0,2.0,1,0.0
10,19,São José,Basq. Cearense,1,Pedro,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,São José,Basq. Cearense,1,Fidelis,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,19,São José,Basq. Cearense,1,Equipe,0.0,83,163,9,21,22,42,12,16,12,16,28,19.0,4.0,1.0,18.0,20.0,13,1.0
0,19,Basq. Cearense,São José,2,Brite,26.5,28,36,2,2,10,13,2,4,0,2,2,4.0,1.0,1.0,4.0,3.0,1,0.0
1,19,Basq. Cearense,São José,2,Vinicius,28.5,25,28,2,2,6,7,7,8,0,3,3,4.0,0.0,1.0,4.0,8.0,1,3.0
2,19,Basq. Cearense,São José,2,Alex,32.4,19,35,5,9,2,4,0,0,2,2,4,2.0,3.0,0.0,3.0,1.0,2,0.0
3,19,Basq. Cearense,São José,2,Sualisson,24.9,9,20,1,2,3,7,0,0,3,1,4,2.0,0.0,1.0,2.0,2.0,2,0.0
4,19,Basq. Cearense,São José,2,Davis,31.3,6,18,0,3,2,3,2,3,1,3,4,3.0,1.0,0.0,2.0,1.0,0,0.0
5,19,Basq. Cearense,São José,2,Mathias,10.9,6,10,0,0,3,5,0,0,3,7,10,0.0,0.0,1.0,1.0,0.0,1,0.0
6,19,Basq. Cearense,São José,2,Cauê,22.8,5,8,1,2,1,1,0,0,1,0,1,6.0,1.0,0.0,2.0,0.0,1,0.0
7,19,Basq. Cearense,São José,2,Gabriel,19.9,5,14,1,2,1,4,0,0,0,4,4,1.0,0.0,0.0,2.0,1.0,0,0.0
8,19,Basq. Cearense,São José,2,Armani,2.9,1,4,0,0,0,1,1,2,1,0,1,0.0,0.0,0.0,0.0,1.0,1,0.0
9,19,Basq. Cearense,São José,2,Rashaun,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Basq. Cearense,São José,2,Equipe,0.0,104,173,12,22,28,45,12,17,13,22,35,22.0,6.0,4.0,20.0,17.0,10,3.0
0,19,Botafogo,UNIFACISA,1,Arthur,36.0,19,49,3,10,3,7,4,5,6,1,7,1.0,2.0,1.0,2.0,3.0,4,0.0
1,19,Botafogo,UNIFACISA,1,Lucas,29.1,15,37,2,7,4,7,1,2,2,4,6,1.0,0.0,1.0,2.0,2.0,2,0.0
2,19,Botafogo,UNIFACISA,1,Mogi,33.7,14,21,0,1,5,7,4,4,2,5,7,2.0,2.0,1.0,3.0,3.0,3,1.0
3,19,Botafogo,UNIFACISA,1,Coelho,37.4,11,32,1,5,4,8,0,1,1,5,6,7.0,1.0,0.0,4.0,1.0,0,0.0
4,19,Botafogo,UNIFACISA,1,Jamaal,25.2,10,27,2,5,1,5,2,2,1,7,8,2.0,1.0,0.0,5.0,4.0,1,0.0
5,19,Botafogo,UNIFACISA,1,Freddie,9.3,3,7,0,1,0,0,3,4,0,3,3,0.0,0.0,0.0,3.0,2.0,0,0.0
6,19,Botafogo,UNIFACISA,1,Diego,21.2,2,9,0,1,1,3,0,0,2,2,4,0.0,1.0,1.0,0.0,2.0,2,0.0
7,19,Botafogo,UNIFACISA,1,Paulinho,8.0,2,11,0,1,1,4,0,0,0,1,1,1.0,1.0,0.0,1.0,2.0,3,0.0
8,19,Botafogo,UNIFACISA,1,Cauê,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,19,Botafogo,UNIFACISA,1,Du Sommer,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Botafogo,UNIFACISA,1,Jackson,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Botafogo,UNIFACISA,1,Equipe,0.0,76,193,8,31,19,41,14,18,16,28,44,14.0,8.0,4.0,21.0,19.0,15,1.0
0,19,UNIFACISA,Botafogo,2,João Vitor,28.6,17,23,1,1,7,10,0,0,5,9,14,1.0,2.0,1.0,3.0,2.0,4,2.0
1,19,UNIFACISA,Botafogo,2,Miller,30.4,17,39,3,6,2,8,4,5,2,1,3,4.0,2.0,0.0,0.0,3.0,0,0.0
2,19,UNIFACISA,Botafogo,2,Barnes,24.3,14,29,1,4,4,7,3,3,1,1,2,4.0,1.0,0.0,3.0,2.0,4,0.0
3,19,UNIFACISA,Botafogo,2,Gemadinha,16.6,9,17,1,3,1,2,4,4,0,1,1,0.0,0.0,0.0,4.0,3.0,0,0.0
4,19,UNIFACISA,Botafogo,2,Dixson,22.9,9,21,0,0,4,10,1,1,0,4,4,0.0,3.0,2.0,1.0,1.0,1,1.0
5,19,UNIFACISA,Botafogo,2,Gabriel,10.5,7,12,1,2,1,1,2,4,0,0,0,1.0,0.0,0.0,2.0,2.0,1,0.0
6,19,UNIFACISA,Botafogo,2,Douglas Nunes,23.9,4,8,0,0,1,3,2,2,0,4,4,1.0,2.0,2.0,3.0,1.0,2,0.0
7,19,UNIFACISA,Botafogo,2,Gemerson,26.1,4,18,0,2,1,5,2,2,2,8,10,1.0,1.0,0.0,3.0,4.0,4,0.0
8,19,UNIFACISA,Botafogo,2,Antonio,1.3,0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0
9,19,UNIFACISA,Botafogo,2,Pepo Vidal,15.6,0,5,0,1,0,1,0,0,1,0,1,4.0,0.0,0.0,1.0,1.0,0,0.0
10,19,UNIFACISA,Botafogo,2,Pezão,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,UNIFACISA,Botafogo,2,Equipe,0.0,81,174,7,19,21,48,18,21,12,29,41,16.0,11.0,5.0,20.0,20.0,17,3.0
0,19,Bauru,Rio Claro,1,Draper,20.7,18,30,4,8,3,3,0,0,0,4,4,1.0,4.0,0.0,4.0,0.0,0,1.0
1,19,Bauru,Rio Claro,1,Gabriel Jaú,25.0,17,35,1,3,4,8,6,10,1,9,10,0.0,0.0,0.0,4.0,6.0,1,0.0
2,19,Bauru,Rio Claro,1,Wiggins,24.9,15,23,2,3,3,5,3,4,0,2,2,1.0,0.0,0.0,0.0,3.0,0,1.0
3,19,Bauru,Rio Claro,1,Renato,28.3,14,20,1,2,5,6,1,2,1,3,4,4.0,0.0,0.0,1.0,1.0,1,1.0
4,19,Bauru,Rio Claro,1,Faggiano,20.0,12,18,2,4,3,3,0,0,0,1,1,6.0,0.0,0.0,3.0,2.0,3,0.0
5,19,Bauru,Rio Claro,1,Crescenzi,23.8,12,20,2,4,2,3,2,2,0,5,5,2.0,1.0,0.0,2.0,1.0,0,0.0
6,19,Bauru,Rio Claro,1,Brito,10.7,7,11,0,0,3,4,1,3,1,0,1,0.0,0.0,0.0,1.0,3.0,1,0.0
7,19,Bauru,Rio Claro,1,Larry,23.8,7,15,1,3,2,3,0,0,0,1,1,5.0,0.0,0.0,2.0,2.0,0,0.0
8,19,Bauru,Rio Claro,1,Pará,17.1,2,4,0,0,1,2,0,0,2,3,5,2.0,0.0,0.0,2.0,1.0,0,0.0
9,19,Bauru,Rio Claro,1,Malachias,5.8,0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Bauru,Rio Claro,1,Equipe,0.0,104,178,13,27,26,38,13,21,7,30,37,21.0,5.0,0.0,19.0,19.0,6,3.0
0,19,Rio Claro,Bauru,2,Gerson,31.5,22,37,0,1,10,15,2,4,5,5,10,1.0,0.0,0.0,0.0,2.0,2,1.0
1,19,Rio Claro,Bauru,2,Figueroa,24.5,12,19,2,3,3,5,0,0,0,5,5,4.0,1.0,0.0,3.0,2.0,4,0.0
2,19,Rio Claro,Bauru,2,Enzo,30.6,10,22,1,4,3,4,1,2,2,1,3,0.0,0.0,0.0,3.0,1.0,1,0.0
3,19,Rio Claro,Bauru,2,Pedro,19.8,9,26,1,3,1,5,4,7,1,1,2,0.0,0.0,0.0,1.0,5.0,0,0.0
4,19,Rio Claro,Bauru,2,Sahdi,26.0,9,25,1,3,2,6,2,4,0,1,1,3.0,0.0,0.0,1.0,5.0,2,0.0
5,19,Rio Claro,Bauru,2,Pastor,14.4,5,11,1,2,1,2,0,1,1,3,4,1.0,1.0,0.0,5.0,2.0,1,0.0
6,19,Rio Claro,Bauru,2,Baxley,17.3,4,21,0,1,2,9,0,0,0,4,4,0.0,0.0,3.0,1.0,1.0,1,0.0
7,19,Rio Claro,Bauru,2,Lucão,22.6,4,8,0,0,2,4,0,0,2,1,3,0.0,0.0,0.0,3.0,0.0,0,0.0
8,19,Rio Claro,Bauru,2,Ansaloni,5.4,1,8,0,2,0,0,1,2,2,2,4,1.0,0.0,0.0,2.0,1.0,0,0.0
9,19,Rio Claro,Bauru,2,Bruno,5.9,0,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Rio Claro,Bauru,2,Thiaguinho,2.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Rio Claro,Bauru,2,Equipe,0.0,76,180,6,20,24,50,10,20,16,25,41,10.0,2.0,3.0,19.0,19.0,11,1.0
0,19,Mogi,Sesi Franca,1,André Goes,35.7,25,41,4,7,3,6,7,8,0,8,8,2.0,0.0,0.0,3.0,5.0,2,0.0
1,19,Mogi,Sesi Franca,1,Fuzaro,34.3,15,33,1,5,3,6,6,6,1,7,8,0.0,1.0,0.0,2.0,5.0,4,0.0
2,19,Mogi,Sesi Franca,1,Paranhos,29.2,11,28,0,0,4,12,3,4,2,4,6,1.0,1.0,1.0,3.0,3.0,2,0.0
3,19,Mogi,Sesi Franca,1,Fúlvio,30.6,9,29,2,6,1,5,1,1,2,1,3,11.0,0.0,0.0,1.0,2.0,3,0.0
4,19,Mogi,Sesi Franca,1,Fabricio,28.3,7,17,1,3,2,4,0,0,2,2,4,1.0,1.0,0.0,3.0,1.0,0,0.0
5,19,Mogi,Sesi Franca,1,Colina,3.8,6,6,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
6,19,Mogi,Sesi Franca,1,Guga,10.5,5,7,1,1,1,2,0,0,0,1,1,1.0,0.0,0.0,3.0,1.0,0,0.0
7,19,Mogi,Sesi Franca,1,Alex,11.6,3,6,0,0,1,2,1,2,0,2,2,0.0,0.0,0.0,4.0,1.0,1,0.0
8,19,Mogi,Sesi Franca,1,Lessa,12.1,2,2,0,0,1,1,0,0,2,1,3,2.0,0.0,0.0,1.0,1.0,0,0.0
9,19,Mogi,Sesi Franca,1,F Cardoso,3.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1,0.0
10,19,Mogi,Sesi Franca,1,Gonzaga,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Mogi,Sesi Franca,1,Mattos,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0
12,19,Mogi,Sesi Franca,1,Equipe,0.0,83,169,11,24,16,38,18,21,10,28,38,18.0,3.0,1.0,24.0,19.0,13,0.0
0,19,Sesi Franca,Mogi,2,Parodi,29.5,20,33,4,7,3,5,2,2,1,2,3,6.0,1.0,0.0,2.0,2.0,1,0.0
1,19,Sesi Franca,Mogi,2,Schattmann,23.0,18,32,4,7,2,4,2,3,0,4,4,1.0,0.0,0.0,0.0,5.0,1,0.0
2,19,Sesi Franca,Mogi,2,Hettsheimeir,24.9,15,25,1,2,4,7,4,5,1,5,6,1.0,0.0,0.0,2.0,6.0,4,0.0
3,19,Sesi Franca,Mogi,2,David Jackson,34.3,14,35,1,6,4,7,3,3,1,4,5,4.0,3.0,1.0,5.0,3.0,2,0.0
4,19,Sesi Franca,Mogi,2,Jimmy,22.2,6,23,0,4,2,4,2,3,2,1,3,0.0,0.0,0.0,2.0,3.0,0,0.0
5,19,Sesi Franca,Mogi,2,Lucas Dias,29.3,6,9,2,3,0,0,0,0,1,2,3,2.0,1.0,2.0,3.0,3.0,2,0.0
6,19,Sesi Franca,Mogi,2,Guilherme,13.0,3,9,0,1,1,2,1,2,0,3,3,2.0,0.0,0.0,3.0,1.0,1,0.0
7,19,Sesi Franca,Mogi,2,Elinho,15.6,0,10,0,2,0,2,0,0,1,0,1,2.0,1.0,0.0,1.0,1.0,0,0.0
8,19,Sesi Franca,Mogi,2,Adyel,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,19,Sesi Franca,Mogi,2,Edu Marília,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Sesi Franca,Mogi,2,Guilherme,4.5,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,0.0
11,19,Sesi Franca,Mogi,2,Márcio,3.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,19,Sesi Franca,Mogi,2,Equipe,0.0,82,176,12,32,16,31,14,18,8,24,32,18.0,6.0,3.0,20.0,24.0,12,0.0
0,19,Flamengo,UNIFACISA,1,Balbi,29.3,19,30,3,6,3,4,4,4,0,1,1,3.0,1.0,0.0,2.0,4.0,1,0.0
1,19,Flamengo,UNIFACISA,1,Zach Graham,26.2,13,30,3,8,2,3,0,0,1,3,4,5.0,1.0,1.0,2.0,1.0,2,0.0
2,19,Flamengo,UNIFACISA,1,Demétrio,27.6,12,23,2,5,2,2,2,4,1,4,5,0.0,1.0,1.0,2.0,3.0,0,0.0
3,19,Flamengo,UNIFACISA,1,Marquinhos,25.9,9,28,1,5,1,4,4,5,0,3,3,4.0,2.0,0.0,2.0,3.0,3,0.0
4,19,Flamengo,UNIFACISA,1,Mineiro,26.8,9,11,1,1,3,4,0,0,1,4,5,0.0,2.0,0.0,2.0,0.0,0,0.0
5,19,Flamengo,UNIFACISA,1,Barrera,20.9,8,19,1,3,1,3,3,4,0,3,3,2.0,1.0,0.0,3.0,3.0,1,0.0
6,19,Flamengo,UNIFACISA,1,Vargas,13.0,7,16,0,0,3,7,1,2,2,2,4,0.0,0.0,0.0,2.0,2.0,1,1.0
7,19,Flamengo,UNIFACISA,1,Jhonatan,16.0,5,10,1,2,1,2,0,0,3,0,3,1.0,0.0,0.0,0.0,0.0,0,0.0
8,19,Flamengo,UNIFACISA,1,Olivinha,12.1,1,14,0,2,0,3,1,2,0,0,0,1.0,1.0,0.0,2.0,1.0,2,0.0
9,19,Flamengo,UNIFACISA,1,Deryk,2.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0,0.0
10,19,Flamengo,UNIFACISA,1,Pedro Nunes,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Flamengo,UNIFACISA,1,Maciel,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,19,Flamengo,UNIFACISA,1,Equipe,0.0,83,181,12,32,16,32,15,21,11,22,33,16.0,9.0,2.0,19.0,17.0,11,1.0
0,19,UNIFACISA,Flamengo,2,Miller,28.6,20,30,2,4,5,7,4,4,0,1,1,2.0,2.0,1.0,0.0,2.0,3,0.0
1,19,UNIFACISA,Flamengo,2,Gemerson,25.7,15,33,2,6,0,2,9,11,1,7,8,1.0,0.0,0.0,0.0,6.0,1,0.0
2,19,UNIFACISA,Flamengo,2,Douglas Nunes,29.1,10,18,1,3,3,4,1,1,1,4,5,2.0,1.0,0.0,3.0,1.0,1,0.0
3,19,UNIFACISA,Flamengo,2,João Vitor,20.5,10,10,0,0,5,5,0,0,1,6,7,2.0,1.0,3.0,3.0,0.0,0,1.0
4,19,UNIFACISA,Flamengo,2,Dixson,23.9,7,14,1,2,0,2,4,4,0,3,3,0.0,0.0,0.0,4.0,4.0,1,0.0
5,19,UNIFACISA,Flamengo,2,Gabriel,17.3,5,5,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2,0.0
6,19,UNIFACISA,Flamengo,2,Pepo Vidal,31.6,5,17,1,3,1,4,0,0,1,3,4,10.0,1.0,0.0,2.0,3.0,3,0.0
7,19,UNIFACISA,Flamengo,2,Gemadinha,8.1,3,14,1,4,0,1,0,0,0,1,1,0.0,0.0,0.0,2.0,1.0,4,0.0
8,19,UNIFACISA,Flamengo,2,Antonio,4.8,2,2,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0
9,19,UNIFACISA,Flamengo,2,Barnes,10.5,0,8,0,2,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0,0.0
10,19,UNIFACISA,Flamengo,2,Pezão,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,UNIFACISA,Flamengo,2,Equipe,0.0,77,151,9,25,16,28,18,20,5,28,33,18.0,6.0,4.0,17.0,18.0,17,1.0
0,19,Botafogo,Minas,1,Lucas,33.7,20,36,1,2,5,11,7,8,4,4,8,1.0,2.0,2.0,3.0,6.0,2,1.0
1,19,Botafogo,Minas,1,Jamaal,24.3,18,21,3,3,2,3,5,6,1,2,3,2.0,0.0,0.0,3.0,4.0,2,0.0
2,19,Botafogo,Minas,1,Diego,21.9,11,18,0,0,4,7,3,4,2,2,4,0.0,0.0,0.0,3.0,4.0,1,1.0
3,19,Botafogo,Minas,1,Coelho,34.3,10,26,1,5,1,3,5,5,0,2,2,6.0,2.0,1.0,4.0,2.0,3,0.0
4,19,Botafogo,Minas,1,Paulinho,22.1,9,23,1,4,2,4,2,3,1,1,2,4.0,0.0,0.0,3.0,1.0,0,0.0
5,19,Botafogo,Minas,1,Mogi,27.6,7,10,1,2,2,2,0,0,1,9,10,2.0,0.0,2.0,2.0,0.0,0,0.0
6,19,Botafogo,Minas,1,Arthur,25.6,6,24,0,4,1,3,4,6,0,3,3,1.0,1.0,0.0,3.0,4.0,5,0.0
7,19,Botafogo,Minas,1,Freddie,10.5,3,6,0,0,1,2,1,2,0,0,0,0.0,0.0,0.0,2.0,2.0,0,1.0
8,19,Botafogo,Minas,1,Cauê,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,19,Botafogo,Minas,1,Du Sommer,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Botafogo,Minas,1,Jackson,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Botafogo,Minas,1,Equipe,0.0,84,164,7,20,18,35,27,34,12,26,38,16.0,5.0,5.0,23.0,23.0,14,3.0
0,19,Minas,Botafogo,2,Leandrinho,30.4,24,36,2,4,6,9,6,6,0,2,2,5.0,2.0,0.0,1.0,4.0,0,0.0
1,19,Minas,Botafogo,2,Tyrone,31.7,14,25,1,3,4,6,3,4,1,4,5,1.0,2.0,0.0,2.0,4.0,0,2.0
2,19,Minas,Botafogo,2,Scott,23.0,13,17,0,0,4,5,5,7,2,2,4,0.0,0.0,3.0,4.0,7.0,2,0.0
3,19,Minas,Botafogo,2,Deodato,19.1,10,16,2,4,2,2,0,0,0,0,0,0.0,2.0,1.0,3.0,0.0,1,0.0
4,19,Minas,Botafogo,2,Alex,32.8,10,25,1,6,2,2,3,3,0,6,6,8.0,0.0,1.0,3.0,3.0,4,0.0
5,19,Minas,Botafogo,2,Shilton,17.0,7,11,0,0,2,4,3,3,1,2,3,0.0,0.0,0.0,2.0,2.0,0,0.0
6,19,Minas,Botafogo,2,Davi,29.9,5,25,1,5,0,4,2,2,0,1,1,2.0,1.0,0.0,3.0,2.0,0,0.0
7,19,Minas,Botafogo,2,Black,8.3,3,8,1,2,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,0,0.0
8,19,Minas,Botafogo,2,Gui Carvalho,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,19,Minas,Botafogo,2,Jackson Jr,2.4,0,5,0,1,0,1,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0,0.0
10,19,Minas,Botafogo,2,Queiroz,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Minas,Botafogo,2,Alexei,5.5,0,2,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,2.0,0.0,0,0.0
12,19,Minas,Botafogo,2,Equipe,0.0,86,170,8,25,20,35,22,25,7,20,27,16.0,7.0,5.0,24.0,23.0,9,2.0
0,19,Mogi,Basq. Cearense,1,André Goes,35.9,20,36,4,8,2,4,4,4,0,5,5,5.0,1.0,0.0,3.0,5.0,4,0.0
1,19,Mogi,Basq. Cearense,1,Fúlvio,26.8,17,21,3,4,2,2,4,5,0,3,3,6.0,2.0,0.0,0.0,4.0,5,0.0
2,19,Mogi,Basq. Cearense,1,Fuzaro,36.1,12,23,2,5,3,4,0,0,1,5,6,2.0,0.0,0.0,1.0,3.0,4,0.0
3,19,Mogi,Basq. Cearense,1,Fabricio,22.2,11,22,3,6,1,2,0,0,0,4,4,2.0,1.0,0.0,3.0,0.0,1,0.0
4,19,Mogi,Basq. Cearense,1,Paranhos,26.4,5,12,0,0,1,4,3,4,1,5,6,0.0,0.0,0.0,2.0,2.0,3,0.0
5,19,Mogi,Basq. Cearense,1,Lucas,11.0,4,13,1,3,0,1,1,2,0,2,2,1.0,0.0,0.0,1.0,1.0,0,0.0
6,19,Mogi,Basq. Cearense,1,Guga,7.4,3,8,1,2,0,1,0,0,0,0,0,1.0,1.0,0.0,2.0,0.0,0,0.0
7,19,Mogi,Basq. Cearense,1,Alex,12.5,3,7,0,1,1,1,1,2,1,1,2,1.0,0.0,1.0,2.0,2.0,0,0.0
8,19,Mogi,Basq. Cearense,1,Lessa,14.3,2,7,0,1,1,2,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
9,19,Mogi,Basq. Cearense,1,F Cardoso,3.6,1,2,0,0,0,0,1,2,0,0,0,1.0,0.0,1.0,0.0,1.0,0,0.0
10,19,Mogi,Basq. Cearense,1,Ziggy,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
11,19,Mogi,Basq. Cearense,1,Colina,3.9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0,0.0
12,19,Mogi,Basq. Cearense,1,Equipe,0.0,78,151,14,30,11,21,14,19,4,26,30,20.0,5.0,2.0,16.0,19.0,19,0.0
0,19,Basq. Cearense,Mogi,2,Brite,33.3,21,38,2,5,7,11,1,1,1,4,5,4.0,3.0,0.0,2.0,2.0,2,0.0
1,19,Basq. Cearense,Mogi,2,Sualisson,36.2,17,34,0,2,7,12,3,4,6,4,10,2.0,2.0,0.0,3.0,4.0,1,0.0
2,19,Basq. Cearense,Mogi,2,Vinicius,28.8,11,28,1,4,4,8,0,0,3,1,4,1.0,0.0,1.0,2.0,2.0,3,1.0
3,19,Basq. Cearense,Mogi,2,Davis,19.2,7,18,2,5,0,1,1,1,1,1,2,0.0,2.0,0.0,2.0,1.0,1,0.0
4,19,Basq. Cearense,Mogi,2,Rashaun,24.1,6,19,0,3,2,4,2,2,1,5,6,3.0,1.0,0.0,2.0,3.0,3,0.0
5,19,Basq. Cearense,Mogi,2,Gabriel,16.1,5,10,1,2,1,2,0,0,0,0,0,1.0,1.0,0.0,3.0,0.0,0,0.0
6,19,Basq. Cearense,Mogi,2,Cauê,23.7,4,18,0,3,2,4,0,1,0,4,4,0.0,2.0,0.0,3.0,2.0,3,0.0
7,19,Basq. Cearense,Mogi,2,Mathias,15.0,2,4,0,0,1,2,0,0,0,4,4,1.0,1.0,0.0,1.0,1.0,0,1.0
8,19,Basq. Cearense,Mogi,2,Armani,3.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0.0
9,19,Basq. Cearense,Mogi,2,Alex,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,19,Basq. Cearense,Mogi,2,Equipe,0.0,73,169,6,24,24,44,7,9,12,25,37,12.0,12.0,1.0,19.0,15.0,15,2.0
0,19,São Paulo,Sesi Franca,1,Georginho,40.0,20,47,3,10,5,7,1,3,1,9,10,3.0,1.0,0.0,3.0,3.0,2,1.0
1,19,São Paulo,Sesi Franca,1,Shamell,37.4,16,42,1,9,6,6,1,3,0,4,4,1.0,0.0,0.0,2.0,5.0,3,0.0
2,19,São Paulo,Sesi Franca,1,Léo Meindl,40.0,15,43,2,6,3,10,3,5,3,7,10,2.0,2.0,0.0,1.0,4.0,1,0.0
3,19,São Paulo,Sesi Franca,1,Kurtz,28.8,12,16,0,0,6,8,0,0,3,1,4,0.0,0.0,0.0,2.0,3.0,2,0.0
4,19,São Paulo,Sesi Franca,1,Jefferson,36.1,12,36,2,8,3,6,0,0,3,3,6,1.0,1.0,0.0,3.0,2.0,1,0.0
